title,actor
"绿里奇迹","汤姆·汉克斯"
"绿里奇迹","大卫·摩斯"
"绿里奇迹","迈克·克拉克·邓肯"
"绿里奇迹","邦尼·亨特"
"绿里奇迹","詹姆斯·克伦威尔"
"绿里奇迹","迈克尔·杰特"
"绿里奇迹","格雷厄姆·格林"
"绿里奇迹","道格·休切逊"
"绿里奇迹","山姆·洛克威尔"
"绿里奇迹","巴里·佩珀"
"绿里奇迹","杰弗里·德曼"
"绿里奇迹","派翠西娅·克拉克森"
"绿里奇迹","哈利·戴恩·斯坦通"
"绿里奇迹","戴布思·格里尔"
"绿里奇迹","Eve Brent"
"登堂入室","法布莱斯·鲁奇尼"
"登堂入室","恩斯特·吴默埃"
"登堂入室","克里斯汀·斯科特·托马斯"
"登堂入室","艾玛纽尔·塞尼耶"
"登堂入室","丹尼斯·门诺切特"
"登堂入室","巴斯蒂安·乌盖托"
"登堂入室","让-弗朗索瓦·巴尔梅"
"登堂入室","友兰达·梦露"
"金福南杀人事件始末","徐英姬"
"金福南杀人事件始末","池成媛"
"金福南杀人事件始末","朴政学"
"金福南杀人事件始末","白秀莲"
"金福南杀人事件始末","黄民浩"
"金福南杀人事件始末","제민"
"金福南杀人事件始末","Ji-Eun Lee"
"金福南杀人事件始末","Chae Si-Hyun"
"东邪西毒：终极版","张国荣"
"东邪西毒：终极版","张曼玉"
"东邪西毒：终极版","梁朝伟"
"东邪西毒：终极版","林青霞"
"东邪西毒：终极版","张学友"
"东邪西毒：终极版","梁家辉"
"东邪西毒：终极版","杨采妮"
"东邪西毒：终极版","刘嘉玲"
"东邪西毒：终极版","白丽"
"上帝也疯狂","Marius Weyers"
"上帝也疯狂","Sandra Prinsloo"
"上帝也疯狂","历苏"
"上帝也疯狂","Louw Verwey"
"上帝也疯狂","Michael Thys"
"卡萨布兰卡","亨弗莱·鲍嘉"
"卡萨布兰卡","英格丽·褒曼"
"卡萨布兰卡","保罗·亨雷德"
"卡萨布兰卡","克劳德·雷恩斯"
"卡萨布兰卡","康拉德·韦特"
"卡萨布兰卡","西德尼·格林斯垂特"
"卡萨布兰卡","彼得·洛"
"卡萨布兰卡","杜利·威尔逊"
"碧海蓝天","让-马克·巴尔"
"碧海蓝天","让·雷诺"
"碧海蓝天","罗姗娜·阿奎特"
"暖暖内含光","金·凯瑞"
"暖暖内含光","凯特·温丝莱特"
"暖暖内含光","克斯汀·邓斯特"
"暖暖内含光","伊利亚·伍德"
"暖暖内含光","马克·鲁弗洛"
"暖暖内含光","汤姆·威尔金森"
"暖暖内含光","大卫·克罗斯"
"枪火","吴镇宇"
"枪火","任达华"
"枪火","黄秋生"
"枪火","吕颂贤"
"枪火","张耀扬"
"枪火","林雪"
"枪火","王天林"
"枪火","施绮莲"
"枪火","高雄"
"孤儿","伊莎贝拉·弗尔曼"
"孤儿","吉米·本内特"
"孤儿","维拉·法米加"
"孤儿","彼得·萨斯加德"
"孤儿","阿娅娜·恩吉妮尔"
"2001太空漫游","凯尔·杜拉"
"2001太空漫游","加里·洛克伍德"
"2001太空漫游","威廉姆·西尔维斯特"
"2001太空漫游","丹尼尔·里希特"
"2001太空漫游","雷纳德·洛塞特"
"2001太空漫游","罗伯特·比提"
"2001太空漫游","肖恩·沙利文"
"2001太空漫游","艾德·毕肖普"
"2001太空漫游","格伦·贝克"
"2001太空漫游","艾伦·吉福德"
"2001太空漫游","安·吉利斯"
"第九区","沙尔托·科普雷"
"第九区","詹森·库伯"
"第九区","娜塔莉·博尔特"
"第九区","茜尔雯·斯特赖克"
"第九区","Elizabeth Mkandawie"
"第九区","约翰·萨莫尔"
"第九区","威廉·艾伦·扬"
"第九区","Greg Melvill-Smith"
"第九区","Nick Blake"
"第九区","Morena Busa Sesatsa"
"第九区","Themba Nkosi"
"第九区","Mzwandile Nqoba"
"第九区","Barry Strydom"
"第九区","杰德·布罗菲"
"第九区","Louis Minnaar"
"第九区","David James"
"第九区","Vanessa Haywood"
"第九区","Eugene Khumbanyiwa"
"风声","周迅"
"风声","李冰冰"
"风声","张涵予"
"风声","王志文"
"风声","黄晓明"
"风声","苏有朋"
"风声","英达"
"风声","石兆琪"
"风声","倪大红"
"风声","段奕宏"
"风声","朱旭"
"风声","刘威葳"
"风声","张一白"
"风声","吴刚"
"风声","邓家佳"
"风声","刘芸"
"风声","爱戴"
"牯岭街少年杀人事件","张震"
"牯岭街少年杀人事件","杨静怡"
"牯岭街少年杀人事件","张国柱"
"牯岭街少年杀人事件","王启赞"
"牯岭街少年杀人事件","林鸿铭"
"牯岭街少年杀人事件","金燕玲"
"牯岭街少年杀人事件","王琄"
"牯岭街少年杀人事件","张瀚"
"牯岭街少年杀人事件","姜秀琼"
"牯岭街少年杀人事件","赖梵耘"
"牯岭街少年杀人事件","柯宇纶"
"牯岭街少年杀人事件","谭志刚"
"牯岭街少年杀人事件","冯国强"
"牯岭街少年杀人事件","陈湘琪"
"牯岭街少年杀人事件","金士杰"
"钢的琴","王千源"
"钢的琴","秦海璐"
"钢的琴","张申英"
"钢的琴","田雨"
"钢的琴","国永振"
"人再囧途之泰囧","徐峥"
"人再囧途之泰囧","王宝强"
"人再囧途之泰囧","黄渤"
"人再囧途之泰囧","陶虹"
"人再囧途之泰囧","谢楠"
"人再囧途之泰囧","范冰冰"
"麦兜故事","李晋纬"
"麦兜故事","林海峰"
"麦兜故事","吴君如"
"麦兜故事","黄秋生"
"麦兜故事","Buxx Banner"
"黄金三镖客","克林特·伊斯特伍德"
"黄金三镖客","埃里·瓦拉赫"
"黄金三镖客","李·范·克里夫"
"黄金三镖客","阿尔多·久弗瑞"
"黄金三镖客","路易吉·皮斯蒂利"
"城市之光","查理·卓别林"
"城市之光","弗吉尼亚·切瑞尔"
"城市之光","佛罗伦斯·李"
"城市之光","亨利·伯格曼"
"城市之光","珍·哈露"
"色，戒","梁朝伟"
"色，戒","汤唯"
"色，戒","陈冲"
"色，戒","王力宏"
"色，戒","庹宗华"
"色，戒","朱芷莹"
"色，戒","柯宇纶"
"色，戒","阮德锵"
"色，戒","高英轩"
"色，戒","钱嘉乐"
"色，戒","何赛飞"
"色，戒","宋茹惠"
"色，戒","苏岩"
"色，戒","卢燕"
"色，戒","樊光耀"
"飓风营救","连姆·尼森"
"飓风营救","玛姬·格蕾斯"
"飓风营救","法米克·詹森"
"飓风营救","勒兰德·奥瑟"
"飓风营救","强·格瑞斯"
"飓风营救","大卫·沃肖夫斯基"
"飓风营救","凯蒂·卡西迪"
"飓风营救","山德·贝克利"
"我爱你","宋在浩"
"我爱你","李顺载"
"我爱你","尹秀晶"
"我爱你","金秀美"
"我爱你","宋智孝"
"我爱你","吴达洙"
"黑客帝国2：重装上阵","基努·里维斯"
"黑客帝国2：重装上阵","凯瑞-安·莫斯"
"黑客帝国2：重装上阵","劳伦斯·菲什伯恩"
"黑客帝国2：重装上阵","雨果·维文"
"黑客帝国2：重装上阵","莫妮卡·贝鲁奇"
"黑客帝国2：重装上阵","贾达·萍克·史密斯"
"黑客帝国2：重装上阵","格洛丽亚·福斯特"
"黑客帝国2：重装上阵","邹兆龙"
"黑客帝国2：重装上阵","朗贝尔·维尔森"
"不一样的天空","约翰尼·德普"
"不一样的天空","莱昂纳多·迪卡普里奥"
"不一样的天空","朱丽叶特·刘易斯"
"不一样的天空","玛丽·斯汀伯根"
"不一样的天空","达尔莱尼·凯茨"
"廊桥遗梦","克林特·伊斯特伍德"
"廊桥遗梦","梅丽尔·斯特里普"
"廊桥遗梦","Annie Corley"
"廊桥遗梦","维克多·斯勒扎克"
"廊桥遗梦","Jim Haynie"
"一天","安妮·海瑟薇"
"一天","吉姆·斯特吉斯"
"一天","萝玛拉·嘉瑞"
"一天","派翠西娅·克拉克森"
"一天","拉菲·斯波"
"一天","肯·斯托特"
"一天","Jodie Whittaker"
"老男孩","崔岷植"
"老男孩","姜惠贞"
"老男孩","刘智泰"
"老男孩","池大韩"
"老男孩","吴达洙"
"老男孩","金秉玉"
"老男孩","尹珍序"
"老男孩","吴光禄"
"了不起的盖茨比","莱昂纳多·迪卡普里奥"
"了不起的盖茨比","凯瑞·穆里根"
"了不起的盖茨比","托比·马奎尔"
"了不起的盖茨比","艾拉·菲舍尔"
"了不起的盖茨比","乔尔·埃哲顿"
"了不起的盖茨比","卡兰·麦克奥利菲"
"了不起的盖茨比","阿米达普·巴强"
"了不起的盖茨比","杰森·克拉科"
"了不起的盖茨比","伊丽莎白·德比茨基"
"了不起的盖茨比","嘉玛·沃德"
"九品芝麻官","周星驰"
"九品芝麻官","吴孟达"
"九品芝麻官","张敏"
"九品芝麻官","徐锦江"
"九品芝麻官","钟丽缇"
"九品芝麻官","蔡少芬"
"九品芝麻官","吴启华"
"九品芝麻官","邹兆龙"
"九品芝麻官","梁荣忠"
"九品芝麻官","黄一飞"
"九品芝麻官","苑琼丹"
"九品芝麻官","刘洵"
"九品芝麻官","黄一山"
"变形金刚","希亚·拉博夫"
"变形金刚","梅根·福克斯"
"变形金刚","乔什·杜哈明"
"变形金刚","伯尼·麦克"
"变形金刚","强·沃特"
"变形金刚","泰瑞斯·吉布森"
"变形金刚","瑞切尔·泰勒"
"变形金刚","约翰·特托罗"
"变形金刚","约翰·罗宾森"
"一代宗师","梁朝伟"
"一代宗师","章子怡"
"一代宗师","张震"
"一代宗师","宋慧乔"
"一代宗师","赵本山"
"一代宗师","小沈阳"
"一代宗师","王庆祥"
"一代宗师","张晋"
"一代宗师","卢海鹏"
"一代宗师","冯克安"
"一代宗师","刘家勇"
"一代宗师","张智霖"
"一代宗师","金士杰"
"一代宗师","徐锦江"
"一代宗师","刘洵"
"一代宗师","尚铁龙"
"一代宗师","罗莽"
"一代宗师","吴廷烨"
"导盲犬小Q","小林薰"
"导盲犬小Q","椎名桔平"
"导盲犬小Q","香川照之"
"导盲犬小Q","户田惠子"
"导盲犬小Q","黑谷友香"
"巴黎淘气帮","马克西姆·戈达尔"
"巴黎淘气帮","瓦莱丽·勒梅西埃"
"巴黎淘气帮","凯德·麦拉德"
"巴黎淘气帮","桑德琳娜·基贝兰"
"巴黎淘气帮","维克托·卡莱斯"
"巴黎淘气帮","文森特·克劳德"
"巴黎淘气帮","查尔斯·瓦伦特"
"巴黎淘气帮","本杰明·阿弗蒂"
"巴黎淘气帮","小日尔曼·达米科"
"巴黎淘气帮","达米安·费多尔"
"巴黎淘气帮","维吉尔·泰拉德"
"巴黎淘气帮","伊丽莎·欧斯"
"巴黎淘气帮","杰拉尔·朱诺"
"龙纹身的女孩","丹尼尔·克雷格"
"龙纹身的女孩","鲁妮·玛拉"
"龙纹身的女孩","斯特兰·斯卡斯加德"
"龙纹身的女孩","罗宾·怀特"
"龙纹身的女孩","克里斯托弗·普卢默"
"龙纹身的女孩","乔莉·理查德森"
"龙纹身的女孩","艾伯丝·戴维兹"
"僵尸新娘","约翰尼·德普"
"僵尸新娘","海伦娜·伯翰·卡特"
"僵尸新娘","艾米丽·沃森"
"僵尸新娘","崔茜·尤玛"
"僵尸新娘","阿尔伯特·芬尼"
"杀死比尔","乌玛·瑟曼"
"杀死比尔","刘玉玲"
"杀死比尔","薇薇卡·福克斯"
"杀死比尔","达丽尔·汉纳"
"杀死比尔","大卫·卡拉丁"
"杀死比尔","千叶真一"
"杀死比尔","栗山千明"
"杀死比尔","朱莉·德赖弗斯"
"杀死比尔","迈克尔·马德森"
"坠入","李·佩斯"
"坠入","凯婷卡·安塔鲁"
"坠入","贾斯蒂恩·瓦戴尔"
"坠入","里奥·比尔"
"坠入","肖恩·吉尔德"
"坠入","格兰特·斯旺比"
"坠入","朱利安·布里奇"
"坠入","Ronald France"
"坠入","Elvira Deatcu"
"坠入","Jon Kamen"
"蝴蝶","米歇尔·塞罗"
"蝴蝶","柯莱儿·布翁尼许"
"蝴蝶","Nade Dieu"
"蝴蝶","Jacques Bouanich"
"蝴蝶","Jerry Lucas"
"猩球崛起","詹姆斯·弗兰科"
"猩球崛起","安迪·瑟金斯"
"猩球崛起","汤姆·费尔顿"
"猩球崛起","芙蕾达·平托"
"猩球崛起","布莱恩·考克斯"
"猩球崛起","泰勒·莱伯恩"
"猩球崛起","约翰·利特高"
"猩球崛起","大卫·休莱特"
"猩球崛起","桑娅·本妮特"
"猩球崛起","大卫·奥伊罗"
"哪吒闹海","梁正晖"
"哪吒闹海","邱岳峰"
"哪吒闹海","毕克"
"哪吒闹海","富润生"
"哪吒闹海","尚华"
"哪吒闹海","于鼎"
"神探","刘青云"
"神探","安志杰"
"神探","林家栋"
"神探","林熙蕾"
"神探","李国麟"
"神探","李彩宁"
"神探","陈慧珊"
"神探","林雪"
"神探","张兆辉"
"神探","刘锦玲"
"神探","郭少芸"
"神探","郑保瑞"
"横道世之介","高良健吾"
"横道世之介","吉高由里子"
"横道世之介","池松壮亮"
"横道世之介","伊藤步"
"横道世之介","绫野刚"
"横道世之介","井浦新"
"横道世之介","国村隼"
"横道世之介","堀内敬子"
"横道世之介","古关安广"
"横道世之介","余贵美子"
"横道世之介","朝仓亚纪"
"横道世之介","柄本佑"
"伴我同行","瑞凡·菲尼克斯"
"伴我同行","威尔·惠顿"
"伴我同行","科里·费尔德曼"
"伴我同行","杰瑞·奥康奈尔"
"伴我同行","约翰·库萨克"
"伴我同行","理查德·德莱弗斯"
"伴我同行","基弗·萨瑟兰"
"我在伊朗长大","基娅拉·马斯特洛亚尼"
"我在伊朗长大","凯瑟琳·德纳芙"
"我在伊朗长大","达尼尔·达黎欧"
"我在伊朗长大","西蒙·阿布卡瑞安"
"百万美元宝贝","克林特·伊斯特伍德"
"百万美元宝贝","希拉里·斯万克"
"百万美元宝贝","摩根·弗里曼"
"百万美元宝贝","杰伊·巴鲁切尔"
"百万美元宝贝","麦克·柯尔特"
"追击者","河正宇"
"追击者","金允石"
"追击者","徐英姬"
"追击者","金裕贞"
"追击者","郑仁基"
"追击者","朴孝朱"
"千年女优","小山茉美"
"千年女优","饭塚昭三"
"千年女优","折笠富美子"
"千年女优","庄司美代子"
"千年女优","小野坂昌也"
"千年女优","山寺宏一"
"燕尾蝶","三上博史"
"燕尾蝶","恰拉"
"燕尾蝶","伊藤步"
"燕尾蝶","江口洋介"
"燕尾蝶","许志安"
"燕尾蝶","渡部笃郎"
"燕尾蝶","山口智子"
"燕尾蝶","大塚宁宁"
"燕尾蝶","桃井薰"
"燕尾蝶","浅野忠信"
"黑鹰坠落","乔什·哈奈特"
"黑鹰坠落","伊万·麦克格雷格"
"黑鹰坠落","汤姆·塞兹摩尔"
"黑鹰坠落","金·寇兹"
"黑鹰坠落","艾文·布莱纳"
"黑鹰坠落","艾瑞克·巴纳"
"黑鹰坠落","休·丹西"
"黑鹰坠落","威廉·菲德内尔"
"黑鹰坠落","奥兰多·布鲁姆"
"黑鹰坠落","汤姆·哈迪"
"黑鹰坠落","詹森·艾萨克"
"铁甲钢拳","休·杰克曼"
"铁甲钢拳","达科塔·高尤"
"铁甲钢拳","凯文·杜兰"
"铁甲钢拳","安东尼·麦凯"
"铁甲钢拳","伊万杰琳·莉莉"
"铁甲钢拳","霍普·戴维斯"
"铁甲钢拳","詹姆斯·瑞布霍恩"
"铁甲钢拳","奥嘉·方达"
"午夜巴黎","欧文·威尔逊"
"午夜巴黎","玛丽昂·歌迪亚"
"午夜巴黎","瑞秋·麦克亚当斯"
"午夜巴黎","汤姆·希德勒斯顿"
"午夜巴黎","凯西·贝茨"
"午夜巴黎","麦克·辛"
"午夜巴黎","寇瑞·斯托尔"
"午夜巴黎","Nina Arianda"
"午夜巴黎","咪咪·肯尼迪"
"午夜巴黎","柯特·富勒"
"午夜巴黎","卡拉·布吕尼"
"午夜巴黎","艾德里安·布洛迪"
"午夜巴黎","加德·艾尔马莱"
"午夜巴黎","蕾雅·赛杜"
"午夜巴黎","艾丽森·皮尔"
"海底总动员","艾伯特·布鲁克斯"
"海底总动员","艾伦·德杰尼勒斯"
"海底总动员","亚历山大·古尔德"
"海底总动员","威廉·达福"
"海底总动员","布拉德·加内特"
"海底总动员","艾莉森·珍妮"
"海底总动员","奥斯汀·潘德尔顿"
"海底总动员","斯蒂芬·鲁特"
"海底总动员","杰弗里·拉什"
"海底总动员","伊丽莎白·帕金斯"
"嫌疑人X的献身","福山雅治"
"嫌疑人X的献身","柴崎幸"
"嫌疑人X的献身","堤真一"
"嫌疑人X的献身","松雪泰子"
"嫌疑人X的献身","北村一辉"
"嫌疑人X的献身","金泽美穗"
"盗钥匙的方法","堺雅人"
"盗钥匙的方法","香川照之"
"盗钥匙的方法","广末凉子"
"盗钥匙的方法","荒川良良"
"盗钥匙的方法","森口瑶子"
"阳光小美女","阿比盖尔·布蕾斯琳"
"阳光小美女","托妮·科莱特"
"阳光小美女","格雷戈·金尼尔"
"阳光小美女","保罗·达诺"
"阳光小美女","史蒂夫·卡瑞尔"
"阳光小美女","艾伦·阿金"
"阳光小美女","布莱恩·科兰斯顿"
"阳光小美女","迪恩·诺里斯"
"北京遇上西雅图","汤唯"
"北京遇上西雅图","吴秀波"
"北京遇上西雅图","海清"
"北京遇上西雅图","宋美曼"
"北京遇上西雅图","宋美慧"
"北京遇上西雅图","金燕玲"
"北京遇上西雅图","买红妹"
"北京遇上西雅图","布拉德·哈德"
"北京遇上西雅图","李绮虹"
"他其实没那么喜欢你","詹妮弗·安妮斯顿"
"他其实没那么喜欢你","本·阿弗莱克"
"他其实没那么喜欢你","詹妮弗·康纳利"
"他其实没那么喜欢你","布莱德利·库珀"
"他其实没那么喜欢你","斯嘉丽·约翰逊"
"他其实没那么喜欢你","凯文·康诺利"
"他其实没那么喜欢你","德鲁·巴里摩尔"
"他其实没那么喜欢你","贾斯汀·朗"
"他其实没那么喜欢你","金妮弗·古德温"
"他其实没那么喜欢你","摩根·莉莉"
"万箭穿心","颜丙燕"
"万箭穿心","陈刚"
"万箭穿心","焦刚"
"万箭穿心","李现"
"万箭穿心","赵倩"
"万箭穿心","王沫溪"
"悲情城市","陈松勇"
"悲情城市","李天禄"
"悲情城市","高捷"
"悲情城市","辛树芬"
"悲情城市","陈淑芳"
"悲情城市","梁朝伟"
"悲情城市","太保"
"悲情城市","梅芳"
"悲情城市","林照雄"
"悲情城市","金士杰"
"悲情城市","柯素云"
"悲情城市","吳義芳"
"加勒比海盗2：聚魂棺","约翰尼·德普"
"加勒比海盗2：聚魂棺","奥兰多·布鲁姆"
"加勒比海盗2：聚魂棺","凯拉·奈特莉"
"加勒比海盗2：聚魂棺","杰克·达文波特"
"加勒比海盗2：聚魂棺","比尔·奈伊"
"加勒比海盗2：聚魂棺","乔纳森·普雷斯"
"碟中谍","汤姆·克鲁斯"
"碟中谍","强·沃特"
"碟中谍","让·雷诺"
"碟中谍","艾曼纽·贝阿"
"碟中谍","克里斯汀·斯科特·托马斯"
"环太平洋","查理·汉纳姆"
"环太平洋","菊地凛子"
"环太平洋","伊德里斯·艾尔巴"
"环太平洋","查理·戴"
"环太平洋","朗·普尔曼"
"环太平洋","罗伯特·卡辛斯基"
"环太平洋","马克斯·马蒂尼"
"环太平洋","伯恩·戈曼"
"环太平洋","小克利夫顿·克林斯"
"环太平洋","芦田爱菜"
"环太平洋","迪亚哥·克莱特霍夫"
"环太平洋","希瑟·多克森"
"环太平洋","罗伯特·梅耶"
"黑暗面","奎姆·古铁雷兹"
"黑暗面","克拉拉·拉戈"
"黑暗面","玛蒂娜·加西亚"
"了不起的狐狸爸爸","乔治·克鲁尼"
"了不起的狐狸爸爸","梅丽尔·斯特里普"
"了不起的狐狸爸爸","詹森·舒瓦兹曼"
"了不起的狐狸爸爸","比尔·默瑞"
"了不起的狐狸爸爸","Wallace Wolodarsky"
"了不起的狐狸爸爸","Eric Chase Anderson"
"了不起的狐狸爸爸","迈克尔·刚本"
"了不起的狐狸爸爸","威廉·达福"
"了不起的狐狸爸爸","欧文·威尔逊"
"角斗士","罗素·克劳"
"角斗士","杰昆·菲尼克斯"
"角斗士","康妮·尼尔森"
"角斗士","理查德·哈里斯"
"角斗士","杰曼·翰苏"
"角斗士","奥列佛·里德"
"角斗士","德里克·雅各比"
"洛城机密","凯文·史派西"
"洛城机密","罗素·克劳"
"洛城机密","盖·皮尔斯"
"洛城机密","詹姆斯·克伦威尔"
"洛城机密","金·贝辛格"
"洛城机密","丹尼·德维托"
"洛城机密","大卫·斯特雷泽恩"
"洛城机密","朗·瑞弗金"
"洛城机密","格拉汉姆·贝克尔"
"洛城机密","安贝尔·史密斯"
"洛城机密","John Mahon"
"洛城机密","保罗·吉尔福伊尔"
"洛城机密","马特·麦考伊"
"洛城机密","保罗·塞甘蒂"
"洛城机密","西蒙·贝克"
"洛城机密","达雷尔·桑迪"
"洛城机密","马里索尔·帕迪拉·桑切斯"
"洛城机密","格温达·迪肯"
"洛城机密","肖尼·弗里·琼斯"
"洛城机密","伊丽莎白·格兰里"
"洛城机密","桑德拉·泰勒"
"洛城机密","史蒂夫·兰金"
"狗镇","妮可·基德曼"
"狗镇","哈里特·安德森"
"狗镇","劳伦·白考尔"
"狗镇","保罗·贝坦尼"
"狗镇","詹姆斯·凯恩"
"狗镇","派翠西娅·克拉克森"
"狗镇","杰瑞米·戴维斯"
"狗镇","菲利浦·贝克·霍尔"
"狗镇","汤姆·霍夫曼"
"狗镇","Siobhan Fallon"
"狗镇","约翰·赫特"
"狗镇","科洛·塞维尼"
"爱·回家","金艺芬"
"爱·回家","俞承豪"
"爱·回家","童孝熙"
"爱·回家","闵京勋"
"爱·回家","林恩京"
"蝙蝠侠：侠影之谜","克里斯蒂安·贝尔"
"蝙蝠侠：侠影之谜","迈克尔·凯恩"
"蝙蝠侠：侠影之谜","连姆·尼森"
"蝙蝠侠：侠影之谜","凯蒂·霍尔姆斯"
"蝙蝠侠：侠影之谜","加里·奥德曼"
"蝙蝠侠：侠影之谜","基里安·墨菲"
"蝙蝠侠：侠影之谜","汤姆·威尔金森"
"蝙蝠侠：侠影之谜","摩根·弗里曼"
"蝙蝠侠：侠影之谜","渡边谦"
"八月迷情","乔纳森·莱斯·梅耶斯"
"八月迷情","弗莱迪·海默"
"八月迷情","罗宾·威廉姆斯"
"八月迷情","凯丽·拉塞尔"
"八月迷情","泰伦斯·霍华德"
"中央车站","费尔兰德·蒙特纳哥"
"中央车站","马里利娅·佩拉"
"中央车站","文尼西斯·狄·奥利维拉"
"中央车站","奥顿·巴斯托斯"
"中央车站","Soia Lira"
"悬崖上的金鱼姬","奈良柚莉爱"
"悬崖上的金鱼姬","山口智子"
"悬崖上的金鱼姬","长岛一茂"
"悬崖上的金鱼姬","天海祐希"
"悬崖上的金鱼姬","柊瑠美"
"悬崖上的金鱼姬","土井洋辉"
"悬崖上的金鱼姬","奈良冈朋子"
"悬崖上的金鱼姬","吉行和子"
"国产凌凌漆","周星驰"
"国产凌凌漆","袁咏仪"
"国产凌凌漆","罗家英"
"国产凌凌漆","陈宝莲"
"国产凌凌漆","郑祖"
"国产凌凌漆","黄锦江"
"国产凌凌漆","李力持"
"国产凌凌漆","于荣光"
"国产凌凌漆","李健仁"
"国产凌凌漆","古明华"
"国产凌凌漆","黄一飞"
"国产凌凌漆","梁思浩"
"国产凌凌漆","梁小熊"
"国产凌凌漆","曾守明"
"国产凌凌漆","邓兆尊"
"国产凌凌漆","梁克逊"
"国产凌凌漆","黃老邪"
"国产凌凌漆","叶进"
"灿烂人生","卢伊吉洛·肖卡"
"灿烂人生","阿莱西奥·博尼"
"灿烂人生","杰丝敏·特丽卡"
"灿烂人生","索尼娅·贝加马斯卡"
"灿烂人生","玛雅·珊萨"
"灿烂人生","阿德里娅娜·阿斯蒂"
"哈利·波特与密室","丹尼尔·雷德克里夫"
"哈利·波特与密室","艾玛·沃森"
"哈利·波特与密室","鲁伯特·格林特"
"哈利·波特与密室","汤姆·费尔顿"
"哈利·波特与密室","理查德·格雷弗斯"
"哈利·波特与密室","费奥纳·肖"
"哈利·波特与密室","托比·琼斯"
"哈利·波特与密室","朱丽·沃特斯"
"哈利·波特与密室","邦妮·怀特"
"哈利·波特与密室","詹森·艾萨克"
"哈利·波特与密室","肯尼思·布拉纳"
"哈利·波特与密室","艾伦·瑞克曼"
"哈利·波特与密室","理查德·哈里斯"
"哈利·波特与密室","玛吉·史密斯"
"哈利·波特与密室","约翰·克立斯"
"哈利·波特与密室","肖恩·比格斯代夫"
"哈利·波特与密室","克里斯·兰金"
"哈利·波特与密室","克里斯蒂安·库尔森"
"惊天魔盗团","杰西·艾森伯格"
"惊天魔盗团","艾拉·菲舍尔"
"惊天魔盗团","伍迪·哈里森"
"惊天魔盗团","戴夫·弗兰科"
"惊天魔盗团","马克·鲁弗洛"
"惊天魔盗团","梅拉尼·罗兰"
"惊天魔盗团","摩根·弗里曼"
"惊天魔盗团","迈克尔·凯恩"
"惊天魔盗团","迈克尔·凯利"
"黄海","河正宇"
"黄海","金允石"
"黄海","郑满植"
"黄海","李哲民"
"赛德克·巴莱(上)：太阳旗","林庆台"
"赛德克·巴莱(上)：太阳旗","游大庆"
"赛德克·巴莱(上)：太阳旗","马志翔"
"赛德克·巴莱(上)：太阳旗","安藤政信"
"赛德克·巴莱(上)：太阳旗","河原佐武"
"赛德克·巴莱(上)：太阳旗","木村佑一"
"赛德克·巴莱(上)：太阳旗","徐若瑄"
"赛德克·巴莱(上)：太阳旗","温岚"
"赛德克·巴莱(上)：太阳旗","罗美玲"
"赛德克·巴莱(上)：太阳旗","田中千绘"
"功夫熊猫","杰克·布莱克"
"功夫熊猫","达斯汀·霍夫曼"
"功夫熊猫","安吉丽娜·朱莉"
"功夫熊猫","大卫·克罗斯"
"功夫熊猫","塞斯·罗根"
"功夫熊猫","成龙"
"功夫熊猫","刘玉玲"
"功夫熊猫","伊恩·麦柯肖恩"
"功夫熊猫","兰德尔·杜克·金"
"新世界","李政宰"
"新世界","崔岷植"
"新世界","黄政民"
"新世界","宋智孝"
"新世界","朴圣雄"
"大独裁者","查理·卓别林"
"大独裁者","宝莲·高黛"
"大独裁者","杰克·奥克"
"一级恐惧","理查·基尔"
"一级恐惧","劳拉·琳妮"
"一级恐惧","约翰·马奥尼"
"一级恐惧","阿尔法·伍达德"
"一级恐惧","弗兰西斯·麦克多蒙德"
"一级恐惧","爱德华·诺顿"
"一级恐惧","特瑞·欧奎恩"
"一级恐惧","安德鲁·布劳尔"
"一级恐惧","斯蒂文·鲍尔"
"一级恐惧","乔·斯帕诺"
"一级恐惧","托尼·普拉纳"
"一级恐惧","斯坦利·安德森"
"一级恐惧","毛拉·蒂尔内"
"一级恐惧","乔恩·塞达"
"一级恐惧","瑞格·罗杰斯"
"最佳出价","杰弗里·拉什"
"最佳出价","吉姆·斯特吉斯"
"最佳出价","西尔维娅·侯克斯"
"最佳出价","唐纳德·萨瑟兰"
"最佳出价","菲利普·杰克森"
"最佳出价","德尔莫特·克劳利"
"最佳出价","Kiruna Stamell"
"最佳出价","莉亚·科贝德"
"最佳出价","Sean Buchanan"
"星际迷航：暗黑无界","克里斯·派恩"
"星际迷航：暗黑无界","扎克瑞·昆图"
"星际迷航：暗黑无界","佐伊·索尔达娜"
"星际迷航：暗黑无界","本尼迪克特·康伯巴奇"
"星际迷航：暗黑无界","西蒙·佩吉"
"星际迷航：暗黑无界","安东·叶利钦"
"星际迷航：暗黑无界","卡尔·厄本"
"星际迷航：暗黑无界","约翰·赵"
"星际迷航：暗黑无界","布鲁斯·格林伍德"
"星际迷航：暗黑无界","布兰登·诺曼"
"星际迷航：暗黑无界","爱丽丝·伊芙"
"星际迷航：暗黑无界","克里斯·海姆斯沃斯"
"盲井","王双宝"
"盲井","王宝强"
"盲井","李易祥"
"盲井","安静"
"盲井","赵军"
"罗拉快跑","弗兰卡·波坦特"
"罗拉快跑","莫里兹·布雷多"
"罗拉快跑","阿敏·罗德"
